Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,CarbonEmission,Microwave,Stove,Grill,Oven,Airfryer,coal,electricity,natural gas,wood,diesel,electric,hybrid,lpg,petrol,private,public,walk/bicycle,extra large,large,medium,small
2,5698,7,2251,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,73,3,751,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,63,1,488,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1997,5,1376,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,35,1,1449,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,5920,1,3363,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3,140,7,2438,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
2,7000,5,3712,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2,154,3,2364,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,5937,5,1935,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,34,2,1329,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,7097,4,3300,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3,3532,6,3773,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2,7,1,1644,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,5186,3,2161,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2,1166,2,1675,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,54,5,2184,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,18,5,2751,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,931,7,2461,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1946,6,1538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,9951,5,5747,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3,397,6,2109,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,7999,5,1736,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,76,5,3446,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,8720,6,4779,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2,62,7,2253,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1921,4,1535,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2653,1,1025,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3,1024,3,3116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,55,5,2494,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,64,4,1092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1598,3,1091,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,744,7,3184,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2,2095,4,2482,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
3,62,7,2154,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,4325,1,1412,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
2,6,2,1927,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1472,1,1840,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,4191,2,2400,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,293,7,1763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,84,2,2682,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,804,7,3533,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,74,5,1422,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,466,5,3280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,466,7,1837,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,85,6,1425,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,499,6,2828,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,453,1,1802,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,6653,3,4059,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2,1028,1,1640,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,76,6,2390,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,3789,6,2856,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1556,2,1575,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,931,7,2005,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,7388,6,4879,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1225,2,1234,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,406,7,1558,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,629,3,3108,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,2868,1,1962,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,94,2,1431,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1083,4,1864,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
1,1078,6,2097,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,4145,4,2913,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,46,6,1692,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,3634,2,2938,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1,1367,4,1299,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,685,6,2390,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,667,3,3131,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,74,7,2109,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1941,2,533,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,4685,7,1535,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2,767,1,2018,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1692,5,1733,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,94,6,771,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,1855,1,1577,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,700,1,1181,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,10,4,1812,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,98,5,2165,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,83,6,2653,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,164,4,3027,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,62,3,2181,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,49,6,2023,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1126,1,1223,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,9179,6,4261,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
3,66,3,1676,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,7,5,1742,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,756,5,2109,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,76,4,2178,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1110,7,1629,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,2165,2,3226,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
2,1632,2,1353,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2,1735,1,1572,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,341,7,1066,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,3722,1,1843,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,15,3,1918,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,3913,7,3229,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,94,6,1850,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,3116,4,2787,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2,1031,6,1571,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,8782,3,2087,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,4384,4,4013,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,2943,4,2323,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,3616,1,2860,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3,32,6,2531,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,66,4,932,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1040,3,1299,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,213,5,1263,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2,1739,5,1732,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,70,7,3399,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,440,1,2129,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,30,4,2242,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,1307,3,2009,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,983,1,1781,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3,58,4,2338,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,8374,5,4213,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3,85,7,2495,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,9742,7,5041,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1,53,7,1930,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,7282,3,843,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1,8005,2,2568,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3,961,5,2065,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1507,7,2383,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,50,5,3044,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,24,2,1433,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,9622,5,4437,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1,98,2,1218,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,312,6,1992,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,5413,3,2430,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,60,3,1552,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,34,6,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,826,7,1618,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,1510,2,2431,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2,11,6,1432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,801,3,1562,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1717,4,1517,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,5457,3,2251,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2,42,5,2310,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,60,2,1171,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,15,3,1168,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1703,6,1595,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1088,4,1656,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1764,7,1349,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,5808,7,3015,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3,3873,5,4784,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,286,4,1470,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,8305,2,2877,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,67,1,1302,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,94,3,2349,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,34,5,2423,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,82,1,924,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,75,2,1284,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,72,2,1077,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3,1759,6,2632,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,8699,4,4737,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1,93,2,1023,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,773,2,1437,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,91,2,2111,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,449,1,2458,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,92,2,837,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,5071,2,3317,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2,71,3,1835,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,9351,4,4489,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3,683,3,2010,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,87,1,1214,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1301,6,2127,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,9789,3,6447,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1,3438,1,2522,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,30,3,1223,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,5467,4,1424,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,5492,7,2815,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3,56,5,2830,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,4638,1,3395,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,4770,2,3662,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2,2157,7,2588,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1,7561,4,4359,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1,8831,2,3032,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,31,5,1359,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3,2576,5,2549,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,6830,1,1144,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,23,1,1409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,92,4,956,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1301,3,1309,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,90,5,2677,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1770,2,1438,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,1291,6,3363,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,3495,1,2572,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2,55,5,2021,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,834,7,2776,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,89,6,3586,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1821,1,617,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1337,3,2623,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1027,1,1928,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,1937,7,2120,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
2,2971,6,2679,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,23,1,1723,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1619,7,2142,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,52,3,2773,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1704,3,1884,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,76,3,2137,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1346,7,2444,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3,32,6,2974,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,30,4,1861,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,79,4,1214,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,2946,7,3004,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
3,6418,3,4155,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2,4180,5,2232,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,4358,4,1185,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,449,1,802,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3,36,5,2916,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,9124,5,1678,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2,38,4,1602,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,4909,3,2690,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1632,2,1323,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,24,5,1974,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,7909,3,2959,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,1813,7,1260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,13,5,1998,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,8404,3,5071,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1299,6,1717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,4296,3,4053,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2,6338,7,2068,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3,8037,7,4652,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2,3349,2,3560,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1444,1,2491,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,96,5,1425,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3,542,1,3043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,426,5,1779,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,1964,7,2760,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,3238,1,2189,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,205,7,1909,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1121,4,1821,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,68,2,2470,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,3,1,2720,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,20,2,1592,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,10,3,1255,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,89,2,1558,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,4268,4,3968,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2,1876,7,1723,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,275,4,1309,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,257,4,2187,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,61,6,2257,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,82,6,2933,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,34,6,1848,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,61,6,2926,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,838,2,1344,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,950,5,1607,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,8021,3,3426,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2,56,5,2614,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,5878,5,3370,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,95,3,1803,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,88,4,2601,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,42,6,1766,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,1050,4,1783,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,1269,4,2100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,3808,4,3434,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1,24,3,1724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1396,7,1033,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,132,7,1128,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,1968,6,2243,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3,1048,1,2425,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,2936,6,2791,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3,4792,1,2662,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,82,6,1291,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,5,1530,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,21,1,1363,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,9511,4,1797,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,672,5,2084,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,292,6,2603,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,33,4,1734,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
